reviewer_id,listing_id,item_factor_0,item_factor_1,item_factor_2,item_factor_3,item_factor_4,item_factor_5,item_factor_6,item_factor_7,item_factor_8,item_factor_9
10074087,"{34186257, 29450842}",,,,,,,,,,
10074512,{6431505},,,,,,,,,,
10075851,{15230357},,,,,,,,,,
10076144,{16936558},,,,,,,,,,
10077939,{24292400},,,,,,,,,,
10078657,{17488629},,,,,,,,,,
10080488,{8909442},,,,,,,,,,
10081530,{21014924},,,,,,,,,,
10081704,{1941719},,,,,,,,,,
10082253,"{7143817, 8848001, 8525879}",,,,,,,,,,
10082724,{369145},,,,,,,,,,
10083081,"{5186205, 8017511}",,,,,,,,,,
10083545,{24168250},,,,,,,,,,
10083683,"{19726141, 19579039}",,,,,,,,,,
10084086,{1210268},,,,,,,,,,
10086128,{13541348},,,,,,,,,,
10086133,{369141},,,,,,,,,,
10087634,"{7868833, 3987930}",,,,,,,,,,
10087638,{28554971},,,,,,,,,,
10090223,"{12162272, 17863026}",,,,,,,,,,
10090982,{7595693},,,,,,,,,,
10092245,{29552643},,,,,,,,,,
10093980,{15580911},,,,,,,,,,
10096530,{32205289},,,,,,,,,,
10098467,{3479493},,,,,,,,,,
10098667,{37708623},,,,,,,,,,
10099135,{16231741},,,,,,,,,,
10099268,{5902912},,,,,,,,,,
10099717,{8399111},,,,,,,,,,
10100676,{15946383},,,,,,,,,,
10101420,{872345},,,,,,,,,,
10101484,"{20004744, 15087980}",,,,,,,,,,
10104697,{23618727},,,,,,,,,,
10104820,{27724182},,,,,,,,,,
10105652,{1678744},,,,,,,,,,
10107158,{819034},,,,,,,,,,
10109187,{14161622},,,,,,,,,,
10112098,{13325753},,,,,,,,,,
10112370,{18471415},,,,,,,,,,
10113432,{16525305},,,,,,,,,,
10114981,{16711969},,,,,,,,,,
10116465,{16443023},,,,,,,,,,
10117065,{3752662},,,,,,,,,,
10117126,{33963330},,,,,,,,,,
10117734,{25099004},,,,,,,,,,
10117995,{11642766},,,,,,,,,,
10118206,{5185612},,,,,,,,,,
10119906,{1495386},,,,,,,,,,
10122027,{8055914},,,,,,,,,,
10122563,{10641757},,,,,,,,,,
10122611,{24235580},,,,,,,,,,
10124376,{15698330},,,,,,,,,,
10124736,{16036564},,,,,,,,,,
10124981,{29962235},,,,,,,,,,
10125424,{34098015},,,,,,,,,,
10127131,"{7879020, 21198261}",,,,,,,,,,
10128111,{19286135},,,,,,,,,,
10128983,{37853876},,,,,,,,,,
10130717,{15821020},,,,,,,,,,
10131010,{9532788},,,,,,,,,,
10131923,{7843168},,,,,,,,,,
10132415,{24506236},,,,,,,,,,
10133169,{29836188},,,,,,,,,,
10135027,{8364495},,,,,,,,,,
10136440,{3209752},,,,,,,,,,
10137404,"{28767536, 24506236}",,,,,,,,,,
10137443,{16816372},,,,,,,,,,
10137659,{241510},,,,,,,,,,
10139065,{7486446},,,,,,,,,,
10139392,{11472477},,,,,,,,,,
10144650,{12703293},,,,,,,,,,
10144858,{18450908},,,,,,,,,,
10146389,{1903545},,,,,,,,,,
10146834,{15581172},,,,,,,,,,
10148524,{6581009},,,,,,,,,,
10149018,"{29089948, 10641757, 21927943}",,,,,,,,,,
10150553,{3954113},,,,,,,,,,
10152461,{10814989},,,,,,,,,,
10154579,{24294968},,,,,,,,,,
10155473,{18966930},,,,,,,,,,
10158798,{7381770},,,,,,,,,,
10159551,{6141976},,,,,,,,,,
10161155,{3822245},,,,,,,,,,
10161493,{10626652},,,,,,,,,,
10162384,{9288135},,,,,,,,,,
10163051,{4016869},,,,,,,,,,
10163229,{9042423},,,,,,,,,,
10163982,{14791185},,,,,,,,,,
10165616,"{12463904, 21305609}",,,,,,,,,,
10167183,{8198598},,,,,,,,,,
10170442,"{32462425, 294281, 19140847}",,,,,,,,,,
10170581,{19093302},,,,,,,,,,
10170975,{369141},,,,,,,,,,
10171473,{30033286},,,,,,,,,,
10173408,{4664392},,,,,,,,,,
10175979,{29861227},,,,,,,,,,
10182588,{17917998},,,,,,,,,,
10184109,{15581193},,,,,,,,,,
10184345,{33705364},,,,,,,,,,
10184577,{15698330},,,,,,,,,,
10185326,{4309541},,,,,,,,,,
10185779,{16401676},,,,,,,,,,
10185967,{8364495},,,,,,,,,,
10187048,{8277151},,,,,,,,,,
10187912,{29482573},,,,,,,,,,
10189199,{16823251},,,,,,,,,,
10189570,{11612771},,,,,,,,,,
10190223,{27089993},,,,,,,,,,
10190801,{275343},,,,,,,,,,
10191347,{4613432},,,,,,,,,,
10191590,{3925851},,,,,,,,,,
10192262,{27687038},,,,,,,,,,
10193627,{14496725},,,,,,,,,,
10195766,{22110157},,,,,,,,,,
10196795,{23848309},,,,,,,,,,
10198739,{11778273},,,,,,,,,,
10199319,{21854687},,,,,,,,,,
10201111,{12534865},,,,,,,,,,
10202032,{9802857},,,,,,,,,,
10202085,{4969307},,,,,,,,,,
10202099,{15533093},,,,,,,,,,
10202259,{241508},,,,,,,,,,
10202513,{23275937},,,,,,,,,,
10202915,{3856693},,,,,,,,,,
10203243,"{7765392, 4973227}",,,,,,,,,,
10204169,{9097877},,,,,,,,,,
10204493,{5897641},,,,,,,,,,
10207211,{5750637},,,,,,,,,,
10207403,{1991291},,,,,,,,,,
10207838,{7991469},,,,,,,,,,
10208651,{11971734},,,,,,,,,,
10208985,{21415749},,,,,,,,,,
10209389,{14492766},,,,,,,,,,
10209445,{5797755},,,,,,,,,,
10211108,"{14706427, 4016869, 15314758}",,,,,,,,,,
10213028,"{6178568, 15792808}",,,,,,,,,,
10213245,"{11642282, 8113076}",,,,,,,,,,
10213584,"{3116909, 2146015}",,,,,,,,,,
10213881,{369141},,,,,,,,,,
10215280,{9901369},,,,,,,,,,
10217370,{14390525},,,,,,,,,,
10217471,{6993627},,,,,,,,,,
10217585,{12995321},,,,,,,,,,
10217957,{30185715},,,,,,,,,,
10218652,{5494971},,,,,,,,,,
10218908,"{16665548, 14397294, 16398559}",,,,,,,,,,
10218924,{5798211},,,,,,,,,,
10219854,{20005185},,,,,,,,,,
10220599,{241508},,,,,,,,,,
10220956,{25980558},,,,,,,,,,
10220963,{4108082},,,,,,,,,,
10221438,{5464246},,,,,,,,,,
10222713,"{23052272, 5897641, 4069940}",,,,,,,,,,
10222858,{26933485},,,,,,,,,,
10224491,{19615310},,,,,,,,,,
10225935,{11174718},,,,,,,,,,
10226712,{369145},,,,,,,,,,
10226878,"{42519546, 42417293}",,,,,,,,,,
10231342,{5609097},,,,,,,,,,
10232199,"{20717450, 23831806}",,,,,,,,,,
10232628,{16385749},,,,,,,,,,
10234584,{37853876},,,,,,,,,,
10236202,{6183734},,,,,,,,,,
10236470,{819044},,,,,,,,,,
10236722,{10460541},,,,,,,,,,
10236811,{20214359},,,,,,,,,,
10238289,{7733844},,,,,,,,,,
10239706,{29662678},,,,,,,,,,
10240113,{16571437},,,,,,,,,,
10240357,{4730292},,,,,,,,,,
10241774,{8765476},,,,,,,,,,
10242644,"{33333684, 19380133}",,,,,,,,,,
10243389,{19286135},,,,,,,,,,
10244084,{6978031},,,,,,,,,,
10245267,{18062352},,,,,,,,,,
10246278,{4108082},,,,,,,,,,
10248872,{20700848},,,,,,,,,,
10249327,{11875596},,,,,,,,,,
10249704,{16326320},,,,,,,,,,
10249985,{2090132},,,,,,,,,,
10250135,{6518372},,,,,,,,,,
10253190,{1857162},,,,,,,,,,
10253200,{28673109},,,,,,,,,,
10255001,{13466226},,,,,,,,,,
10255583,{29469683},,,,,,,,,,
10256170,{40395550},,,,,,,,,,
10257730,{16578060},,,,,,,,,,
10259226,{1991291},,,,,,,,,,
10259991,{19188381},,,,,,,,,,
10262656,{19646154},,,,,,,,,,
10263106,{8525879},,,,,,,,,,
10263415,{241510},,,,,,,,,,
10264407,"{1078804, 879526}",,,,,,,,,,
10264413,{19093302},,,,,,,,,,
10264917,{20019928},,,,,,,,,,
10264991,"{14334230, 28063799}",,,,,,,,,,
10265072,{9506967},,,,,,,,,,
10265751,{20717450},-0.11468784514647827,0.04516409908319189,-0.11202135761282886,0.08476670516292645,0.13552229331204738,0.09989629896490901,0.05450822641068846,-0.15749227504511598,-0.07740393541081525,0.050512336862996936
10267379,"{19651474, 4252548, 3863231}",,,,,,,,,,
10267627,{24979153},,,,,,,,,,
10268213,{18590462},,,,,,,,,,
10269662,{15159420},,,,,,,,,,
10270449,{10302153},,,,,,,,,,
10272612,{4499317},,,,,,,,,,
10273526,{4309541},,,,,,,,,,
10274935,{28088178},,,,,,,,,,
10275164,{25634551},,,,,,,,,,
10276246,{23118239},,,,,,,,,,
10277700,{13591536},,,,,,,,,,
10278503,{18443242},,,,,,,,,,
10279419,{4968200},,,,,,,,,,
10281968,{1407465},,,,,,,,,,
10282337,"{3479446, 879526}",,,,,,,,,,
10282428,{22140480},,,,,,,,,,
10283342,{16660014},,,,,,,,,,
10284321,{18607018},,,,,,,,,,
10284658,{9635192},,,,,,,,,,
10284840,{5832741},,,,,,,,,,
10285758,"{16571493, 15438962, 16571437, 11555381}",,,,,,,,,,
10286335,{2375063},,,,,,,,,,
10286584,{1678744},,,,,,,,,,
10288432,{5677493},,,,,,,,,,
10288619,{14397294},,,,,,,,,,
10289246,{26958869},,,,,,,,,,
10290770,{2129215},,,,,,,,,,
10291316,{22021293},,,,,,,,,,
10293159,{43629592},,,,,,,,,,
10293786,{9927724},,,,,,,,,,
10294003,"{15154001, 10814989}",,,,,,,,,,
10294529,{30243920},,,,,,,,,,
10295043,{40267722},,,,,,,,,,
10296023,{21376468},,,,,,,,,,
10298271,{16823251},,,,,,,,,,
10301255,{7814843},,,,,,,,,,
10301338,{32475586},,,,,,,,,,
10301632,{2868366},,,,,,,,,,
10301931,{18905203},,,,,,,,,,
10302513,{18284913},,,,,,,,,,
10303041,{5827713},,,,,,,,,,
10305316,{23348717},,,,,,,,,,
10305703,{2121839},,,,,,,,,,
10306156,{15656782},,,,,,,,,,
10306388,{8372023},,,,,,,,,,
10306787,{2375063},,,,,,,,,,
10307084,"{13266699, 2121839}",,,,,,,,,,
10308106,{5494971},,,,,,,,,,
10308108,{24017421},,,,,,,,,,
10308625,{11381088},,,,,,,,,,
10308743,{819044},,,,,,,,,,
10309935,{14532126},,,,,,,,,,
10310080,{7827659},,,,,,,,,,
10310180,{1981933},,,,,,,,,,
10312167,{5376240},,,,,,,,,,
10313325,{879526},,,,,,,,,,
10313751,{14580396},,,,,,,,,,
10315269,{18729599},,,,,,,,,,
10315753,{5494971},,,,,,,,,,
10319900,{16891958},,,,,,,,,,
10321056,{25034490},,,,,,,,,,
10322036,{3468326},,,,,,,,,,
10322112,{7424291},,,,,,,,,,
10323324,{17488629},,,,,,,,,,
10323491,{17850705},,,,,,,,,,
10323640,{6889842},,,,,,,,,,
10324840,{8195910},,,,,,,,,,
10325505,{13462899},,,,,,,,,,
10329712,{4751362},,,,,,,,,,
10332469,"{14417793, 20672785}",,,,,,,,,,
10332543,{2090082},,,,,,,,,,
10334301,{6100964},,,,,,,,,,
10334687,"{9746208, 2129215}",,,,,,,,,,
10336191,{17856170},,,,,,,,,,
10339342,{1271360},,,,,,,,,,
10340809,{4683314},,,,,,,,,,
10341416,"{5493930, 11972403}",,,,,,,,,,
10341821,{7808030},,,,,,,,,,
10341911,{16231627},,,,,,,,,,
10342281,{6099703},,,,,,,,,,
10344426,{20146412},,,,,,,,,,
10345411,{11581560},,,,,,,,,,
10346356,{369145},,,,,,,,,,
10346688,{29494102},,,,,,,,,,
10346770,{10040828},,,,,,,,,,
10347664,{10440979},,,,,,,,,,
10347853,{330095},,,,,,,,,,
10348592,{9746208},,,,,,,,,,
10351535,{8200542},,,,,,,,,,
10351916,{14840872},,,,,,,,,,
10352756,{29599789},,,,,,,,,,
10353827,{2868366},,,,,,,,,,
10354126,{6481052},,,,,,,,,,
10354146,{33506058},,,,,,,,,,
10355594,{17944165},,,,,,,,,,
10355663,{5493930},,,,,,,,,,
10356878,{16391421},,,,,,,,,,
10358035,{30369336},,,,,,,,,,
10359574,{369141},,,,,,,,,,
10359743,{6518372},,,,,,,,,,
10359835,{2833984},,,,,,,,,,
10361107,{9552806},,,,,,,,,,
10361204,{16385749},,,,,,,,,,
10362408,{39871432},,,,,,,,,,
10363923,{4431879},,,,,,,,,,
10366386,{4360902},,,,,,,,,,
10370181,{5919270},,,,,,,,,,
10371294,{19164720},,,,,,,,,,
10371524,{1413962},,,,,,,,,,
10373338,{19251396},,,,,,,,,,
10373608,{21015876},,,,,,,,,,
10374032,{5377342},,,,,,,,,,
10374888,{13193282},,,,,,,,,,
10374969,{1991291},,,,,,,,,,
10374976,{32837771},,,,,,,,,,
10374986,{21854674},,,,,,,,,,
10377615,"{10977249, 9097877}",,,,,,,,,,
10379512,{14154862},,,,,,,,,,
10380298,{16168152},,,,,,,,,,
10380867,{33782992},,,,,,,,,,
10381563,"{20548713, 21194823}",,,,,,,,,,
10381870,{4535456},,,,,,,,,,
10382115,{3258894},,,,,,,,,,
10382302,{16657859},,,,,,,,,,
10384315,{4115899},,,,,,,,,,
10385684,{16665548},,,,,,,,,,
10386218,{19236258},,,,,,,,,,
10389010,{9513005},,,,,,,,,,
10393254,{330089},,,,,,,,,,
10393612,{24659042},,,,,,,,,,
10394059,{6100964},,,,,,,,,,
10394309,{369145},,,,,,,,,,
10394683,{26933485},,,,,,,,,,
10394881,{1991291},,,,,,,,,,
10396370,{4399550},,,,,,,,,,
10397508,{12998449},,,,,,,,,,
10397568,{21927943},,,,,,,,,,
10397705,"{7843168, 20647210}",,,,,,,,,,
10398128,{31212277},,,,,,,,,,
10398533,{16309636},,,,,,,,,,
10398711,{19107598},,,,,,,,,,
10399182,{369141},,,,,,,,,,
10399277,{2964315},,,,,,,,,,
10399486,{40161126},,,,,,,,,,
10400153,{5919270},,,,,,,,,,
10401181,{9523661},,,,,,,,,,
10401344,{10040419},,,,,,,,,,
10402015,{4108082},,,,,,,,,,
10403628,{32922416},,,,,,,,,,
10403793,{10460541},,,,,,,,,,
10404225,{20732822},,,,,,,,,,
10405171,{21063861},,,,,,,,,,
10409136,{6921649},,,,,,,,,,
10410168,{9033647},,,,,,,,,,
10411077,{4124908},,,,,,,,,,
10416395,{22348216},,,,,,,,,,
10416942,{879526},,,,,,,,,,
10417136,{16422291},,,,,,,,,,
10417824,{19130300},,,,,,,,,,
10418803,{4535456},,,,,,,,,,
10418982,{1991291},,,,,,,,,,
10419010,"{21148616, 14071413}",,,,,,,,,,
10421251,{14557631},,,,,,,,,,
10423416,{5493930},,,,,,,,,,
10424133,{4656316},,,,,,,,,,
10424179,{5677493},,,,,,,,,,
10425676,{1413962},,,,,,,,,,
10425681,{20703034},,,,,,,,,,
10427313,{16282278},,,,,,,,,,
10432045,{14462406},,,,,,,,,,
10434391,{14095593},,,,,,,,,,
10434488,{24292400},,,,,,,,,,
10435475,"{31812017, 1678755, 2030663}",,,,,,,,,,
10437863,{3844690},,,,,,,,,,
10440859,{36817766},,,,,,,,,,
10441200,{17740089},,,,,,,,,,
10441821,{16665444},,,,,,,,,,
10442685,{4909244},,,,,,,,,,
10443885,{7570596},,,,,,,,,,
10444175,{19508635},,,,,,,,,,
10444368,{25857484},,,,,,,,,,
10444516,"{11170452, 6679887}",,,,,,,,,,
10444518,{7655771},,,,,,,,,,
10445832,"{28359844, 15580911}",,,,,,,,,,
10447708,{28271558},,,,,,,,,,
10448694,{22098450},,,,,,,,,,
10449260,{16231627},,,,,,,,,,
10449823,"{21929075, 16578060, 31365412, 29962235}",,,,,,,,,,
10449880,"{21942515, 38686591}",,,,,,,,,,
10450439,{8848001},,,,,,,,,,
10453318,{29323656},,,,,,,,,,
10453632,{5584157},,,,,,,,,,
10454524,{16411839},,,,,,,,,,
10456410,{35633646},,,,,,,,,,
10457243,{5798211},,,,,,,,,,
10457515,{5492177},,,,,,,,,,
10457541,{30430704},,,,,,,,,,
10460485,{12839857},,,,,,,,,,
10461733,{26503900},,,,,,,,,,
10461794,"{7868833, 4252548, 4527878, 3258894, 6120794, 14706427}",,,,,,,,,,
10462138,{756267},,,,,,,,,,
10462377,{18062352},,,,,,,,,,
10463488,{18259421},,,,,,,,,,
10464148,{17798496},,,,,,,,,,
10464708,"{1413962, 9288135}",,,,,,,,,,
10465804,{16280294},,,,,,,,,,
10466378,{1991291},,,,,,,,,,
10468934,{13418996},,,,,,,,,,
10470088,{21415749},,,,,,,,,,
10471375,{16407773},,,,,,,,,,
10473347,"{27266929, 16578060}",,,,,,,,,,
10473523,{8200542},,,,,,,,,,
10473704,"{20427857, 12995321}",,,,,,,,,,
10476075,{13462899},,,,,,,,,,
10476166,{29928739},,,,,,,,,,
10476689,{15238567},,,,,,,,,,
10477085,{20998924},,,,,,,,,,
10478223,{18915780},,,,,,,,,,
10480788,{275344},,,,,,,,,,
10480817,{8313460},,,,,,,,,,
10481001,{19164720},,,,,,,,,,
10481209,{301247},,,,,,,,,,
10482267,{23751725},,,,,,,,,,
10483283,{7152364},,,,,,,,,,
10483979,{15019776},,,,,,,,,,
10488287,{21248885},,,,,,,,,,
10488700,"{19164733, 21820005}",,,,,,,,,,
10489963,{39619617},,,,,,,,,,
10492808,{9898367},,,,,,,,,,
10492870,{33431202},,,,,,,,,,
10493490,{25980558},,,,,,,,,,
10494272,{7879020},,,,,,,,,,
10494842,{7517671},,,,,,,,,,
10495715,{5897641},,,,,,,,,,
10496474,{16502098},,,,,,,,,,
10498600,"{24571017, 21942515}",,,,,,,,,,
10499025,{19286135},,,,,,,,,,
10499297,{14378115},,,,,,,,,,
10500806,{46568588},,,,,,,,,,
10500839,{10977249},,,,,,,,,,
10501594,{18782470},,,,,,,,,,
10501937,{12299983},,,,,,,,,,
10504432,{12998449},,,,,,,,,,
10506789,{3839469},,,,,,,,,,
10507241,{16412115},,,,,,,,,,
10508056,{4008423},,,,,,,,,,
10508695,{18517165},,,,,,,,,,
10511046,{8399111},,,,,,,,,,
10511785,"{16231627, 16231661}",,,,,,,,,,
10512354,{21037382},,,,,,,,,,
10513184,{18376117},,,,,,,,,,
10513521,{24294968},,,,,,,,,,
10514134,{6183734},,,,,,,,,,
10514249,{14100301},,,,,,,,,,
10514545,{18570175},,,,,,,,,,
10515666,{10040419},,,,,,,,,,
10516261,{21805592},,,,,,,,,,
10517902,{4535456},,,,,,,,,,
10518723,"{1024986, 4541183}",,,,,,,,,,
10519123,{4576362},,,,,,,,,,
10520618,{16354124},,,,,,,,,,
10521077,{1078804},,,,,,,,,,
10521444,"{22071808, 2488036}",,,,,,,,,,
10521514,{6183734},,,,,,,,,,
10523220,"{7098960, 3839469}",,,,,,,,,,
10525062,{13541348},,,,,,,,,,
10526341,"{20775760, 19351097, 4804387}",,,,,,,,,,
10526445,{14515500},,,,,,,,,,
10527992,{21808284},,,,,,,,,,
10529064,{1991291},,,,,,,,,,
10532954,{12536372},,,,,,,,,,
10534559,{10819460},,,,,,,,,,
10534853,{6485145},,,,,,,,,,
10535278,{12600629},,,,,,,,,,
10536037,{16118606},,,,,,,,,,
10536343,{40407434},,,,,,,,,,
10536846,{1647014},,,,,,,,,,
10537830,{6147142},,,,,,,,,,
10538706,{4016869},,,,,,,,,,
10539400,"{15529082, 14390525}",,,,,,,,,,
10540167,{15821020},,,,,,,,,,
10541057,"{10641757, 19507614}",,,,,,,,,,
10542159,"{28271497, 29247139}",,,,,,,,,,
10542674,{4969304},,,,,,,,,,
10543430,{15532514},,,,,,,,,,
10545329,{28322248},,,,,,,,,,
10546314,{21758896},,,,,,,,,,
10546450,{35021657},,,,,,,,,,
10547841,{22454647},,,,,,,,,,
10550697,{20836943},,,,,,,,,,
10552539,{14334230},,,,,,,,,,
10553774,{6100964},,,,,,,,,,
10555873,{8180346},,,,,,,,,,
10556023,{16711969},,,,,,,,,,
10557699,{16525305},,,,,,,,,,
10559139,{13462899},,,,,,,,,,
10559936,{14446487},,,,,,,,,,
10560322,{21724459},,,,,,,,,,
10560458,{15159420},,,,,,,,,,
10561947,{30229992},,,,,,,,,,
10563780,{27462710},,,,,,,,,,
10564264,{41603861},,,,,,,,,,
10564307,{4008569},,,,,,,,,,
10564595,{36618900},,,,,,,,,,
10564669,"{24463811, 14245740}",,,,,,,,,,
10565454,{1991291},,,,,,,,,,
10565753,{746929},,,,,,,,,,
10569462,{10030323},,,,,,,,,,
10573127,{2532466},,,,,,,,,,
10575107,{5376182},,,,,,,,,,
10575811,{20769647},,,,,,,,,,
10576115,{16813372},,,,,,,,,,
10577197,{4990462},,,,,,,,,,
10578284,"{11170452, 21892388}",,,,,,,,,,
10578382,{1870126},,,,,,,,,,
10578460,"{5609097, 26677297, 14248210, 14740975}",,,,,,,,,,
10578529,{1078804},,,,,,,,,,
10579779,{8779986},,,,,,,,,,
10580236,{13811978},,,,,,,,,,
10581112,{14496725},,,,,,,,,,
10581477,{4016869},,,,,,,,,,
10581588,{3651408},,,,,,,,,,
10582052,{6120794},,,,,,,,,,
10583004,{19353251},,,,,,,,,,
10583187,{6531247},,,,,,,,,,
10584784,{21820005},,,,,,,,,,
10585770,{4360679},,,,,,,,,,
10586514,{30498422},,,,,,,,,,
10588348,{19164720},,,,,,,,,,
10590986,{18780571},,,,,,,,,,
10591721,{17595630},,,,,,,,,,
10593623,"{6426115, 4026199}",,,,,,,,,,
10593796,{6100964},,,,,,,,,,
10595676,{22831365},,,,,,,,,,
10595760,{16167315},,,,,,,,,,
10596493,{3651408},,,,,,,,,,
10598081,{2090132},,,,,,,,,,
10598710,{21758153},,,,,,,,,,
10599130,{19164690},,,,,,,,,,
10600818,{19516846},,,,,,,,,,
10601032,{2129215},,,,,,,,,,
10601715,{9715442},,,,,,,,,,
10601792,"{33922412, 21927943}",,,,,,,,,,
10601927,{15227413},,,,,,,,,,
10602145,{9023549},,,,,,,,,,
10602370,{241503},,,,,,,,,,
10602491,{19831199},,,,,,,,,,
10603365,{14518361},,,,,,,,,,
10605304,{16523058},,,,,,,,,,
10606483,{15019776},,,,,,,,,,
10606998,{19661959},,,,,,,,,,
10607342,{9308923},,,,,,,,,,
10610919,{25250570},,,,,,,,,,
10611290,{2488042},,,,,,,,,,
10611840,{2357514},,,,,,,,,,
10613241,{16693418},,,,,,,,,,
10613769,{2142826},,,,,,,,,,
10614145,{28994060},,,,,,,,,,
10614218,{301247},,,,,,,,,,
10614491,{2858696},,,,,,,,,,
10614839,{21941085},,,,,,,,,,
10617835,{2146015},,,,,,,,,,
10617852,{4665620},,,,,,,,,,
10618009,{4360902},,,,,,,,,,
10618116,{1078804},,,,,,,,,,
10618786,{6712575},,,,,,,,,,
10623500,{1299316},,,,,,,,,,
10625733,{34136029},,,,,,,,,,
10625779,"{3651408, 369141}",,,,,,,,,,
10626606,{19236258},,,,,,,,,,
10627047,{4969304},,,,,,,,,,
10628858,{5652706},,,,,,,,,,
10629022,{34344326},,,,,,,,,,
10630187,{2357514},,,,,,,,,,
10630418,{8909399},,,,,,,,,,
10630744,{14332372},,,,,,,,,,
10631062,{24979153},,,,,,,,,,
10631732,{8779986},,,,,,,,,,
10636993,{5355795},,,,,,,,,,
10637055,{12859055},,,,,,,,,,
10638431,{29124512},,,,,,,,,,
10641793,"{19370670, 11576431}",,,,,,,,,,
10642229,{2090082},,,,,,,,,,
10642397,{29993904},,,,,,,,,,
10642653,"{8113076, 1485189}",,,,,,,,,,
10643059,{18755310},,,,,,,,,,
10643128,{1678744},,,,,,,,,,
10643838,{1078804},,,,,,,,,,
10644182,{5376182},,,,,,,,,,
10644608,"{24294968, 35102472, 22745179}",,,,,,,,,,
10644936,{12998449},,,,,,,,,,
10645531,"{18395154, 7054222}",,,,,,,,,,
10646524,{9118960},,,,,,,,,,
10647012,{20263356},,,,,,,,,,
10647271,{7039222},,,,,,,,,,
10648425,"{18062352, 20398796}",,,,,,,,,,
10648796,{2030663},,,,,,,,,,
10650788,{8349859},,,,,,,,,,
10651185,{12600629},,,,,,,,,,
10651259,{1078804},,,,,,,,,,
10651391,{15532644},,,,,,,,,,
10652453,{5827998},,,,,,,,,,
10652690,{6183734},,,,,,,,,,
10653079,{22745179},,,,,,,,,,
10653120,{6720895},,,,,,,,,,
10653396,{6023517},,,,,,,,,,
10653464,{4399550},,,,,,,,,,
10653692,"{2387588, 9898367}",,,,,,,,,,
10657554,"{4108082, 4412603, 12299983}",,,,,,,,,,
10658388,{1024986},,,,,,,,,,
10659582,{5827713},,,,,,,,,,
10659676,{5186205},,,,,,,,,,
10660309,{31290900},,,,,,,,,,
10661488,{14245740},,,,,,,,,,
10661775,{12367388},,,,,,,,,,
10662007,{24636842},,,,,,,,,,
10662136,{24466269},,,,,,,,,,
10663003,{1078804},,,,,,,,,,
10663400,"{19417657, 16385749}",,,,,,,,,,
10664502,{14397294},,,,,,,,,,
10665395,{20859006},,,,,,,,,,
10666759,{24763826},,,,,,,,,,
10668349,"{25186090, 32370549}",,,,,,,,,,
10670178,{31498154},,,,,,,,,,
10670432,{10510548},,,,,,,,,,
10671464,{23052272},,,,,,,,,,
10672881,{9746208},,,,,,,,,,
10673012,{9532788},,,,,,,,,,
10673523,{14524408},,,,,,,,,,
10674820,{19140847},,,,,,,,,,
10675384,{9802857},,,,,,,,,,
10676382,"{369145, 17595630}",,,,,,,,,,
10676883,"{16571624, 2113778}",,,,,,,,,,
10681604,{19286135},,,,,,,,,,
10681761,{2085130},,,,,,,,,,
10684323,{8533711},,,,,,,,,,
10684339,"{17798496, 28271558}",,,,,,,,,,
10684587,{31851838},,,,,,,,,,
10684743,"{5348881, 4973227}",,,,,,,,,,
10685249,{27675139},,,,,,,,,,
10686848,{2833984},,,,,,,,,,
10687720,{2387687},,,,,,,,,,
10688669,{4087935},,,,,,,,,,
10690758,{24200482},,,,,,,,,,
10691216,{7486446},,,,,,,,,,
10692118,{24932028},,,,,,,,,,
10695731,{21854674},,,,,,,,,,
10696109,"{5214091, 7879020}",,,,,,,,,,
10696869,{1941719},,,,,,,,,,
10697212,{4271250},,,,,,,,,,
10698153,{24238015},,,,,,,,,,
10699674,{20950425},,,,,,,,,,
10700081,{6099703},,,,,,,,,,
10702335,{22462927},,,,,,,,,,
10703675,{5540894},,,,,,,,,,
10704027,{29131936},,,,,,,,,,
10704351,{19379474},,,,,,,,,,
10704358,"{11541093, 3822245, 2612906, 2090132, 3460343}",,,,,,,,,,
10704545,{36061361},,,,,,,,,,
10704554,{37621650},,,,,,,,,,
10705252,{3141692},,,,,,,,,,
10705838,{21888054},,,,,,,,,,
10711317,{6339047},,,,,,,,,,
10713190,{24068262},,,,,,,,,,
10715188,{241508},,,,,,,,,,
10716181,{6686851},,,,,,,,,,
10717354,{37655038},,,,,,,,,,
10719473,{3419511},,,,,,,,,,
10719685,{17507048},,,,,,,,,,
10719990,{6522074},,,,,,,,,,
10720098,{24738846},,,,,,,,,,
10720808,{17928170},,,,,,,,,,
10720967,{10020663},,,,,,,,,,
10721305,{19629044},,,,,,,,,,
10721721,{10367479},,,,,,,,,,
10722138,{14682068},,,,,,,,,,
10722513,{24932028},,,,,,,,,,
10722571,{8200542},,,,,,,,,,
10723180,{3753251},,,,,,,,,,
10725375,{7015796},,,,,,,,,,
10726113,{6850935},,,,,,,,,,
10728814,{6518372},,,,,,,,,,
10731360,{4664392},,,,,,,,,,
10731985,{8022978},,,,,,,,,,
10737623,{9715442},,,,,,,,,,
10737781,{14161622},,,,,,,,,,
10738839,{6959987},,,,,,,,,,
10739377,"{20794954, 9097877}",,,,,,,,,,
10742627,{5797755},,,,,,,,,,
10743553,{10374732},,,,,,,,,,
10743897,{10641757},,,,,,,,,,
10744990,{29470621},,,,,,,,,,
10746822,{10819460},,,,,,,,,,
10746988,{22776112},,,,,,,,,,
10747924,{27687038},,,,,,,,,,
10748774,{14532126},,,,,,,,,,
10750512,{23002906},,,,,,,,,,
